path_id,vulnerability_signature,baseline_rank,entry_service_name,entry_service_port,entry_protocol,entry_asset_type,entry_zone,entry_asset_criticality,target_asset_type,target_zone,target_criticality_score,vulnerability_count,cve_count,nvt_only_count,cve_coverage,maximum_cvss,mean_cvss,minimum_cvss,maximum_epss,mean_epss,kev_count,kev_present,hop_count,exploit_stage_count,access_condition_count,scenario_assumption_count,observed_condition_count,average_access_confidence,baseline_risk_score,baseline_risk_level
PATH-0113,CVE-2006-4683,110,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.8,5.8,5.8,0.0133,0.0133,0,0,7,1,2,1,1,0.75,37.9685,Medium
PATH-0039,CVE-2018-7188,111,http,80,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,1,0,1.0,5.4,5.4,5.4,0.00516,0.00516,0,0,7,1,2,1,1,0.75,36.326,Medium
PATH-0099,CVE-2018-7188,112,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.4,5.4,5.4,0.00516,0.00516,0,0,7,1,2,1,1,0.75,36.326,Medium
PATH-0151,CVE-2018-7188,113,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.4,5.4,5.4,0.00516,0.00516,0,0,7,1,2,1,1,0.75,36.326,Medium
PATH-0084,CVE-2016-1776,114,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.3,5.3,5.3,0.01813,0.01813,0,0,7,1,2,1,1,0.75,36.3163,Medium
PATH-0138,CVE-2016-1776,115,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.3,5.3,5.3,0.01813,0.01813,0,0,7,1,2,1,1,0.75,36.3163,Medium
PATH-0089,CVE-2017-7983,116,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.3,5.3,5.3,0.01129,0.01129,0,0,7,1,2,1,1,0.75,36.1335,Medium
PATH-0141,CVE-2017-7983,117,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.3,5.3,5.3,0.01129,0.01129,0,0,7,1,2,1,1,0.75,36.1335,Medium
PATH-0098,CVE-2018-6470,118,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.3,5.3,5.3,0.01065,0.01065,0,0,7,1,2,1,1,0.75,36.1164,Medium
PATH-0150,CVE-2018-6470,119,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.3,5.3,5.3,0.01065,0.01065,0,0,7,1,2,1,1,0.75,36.1164,Medium
PATH-0112,CVE-2006-2247,120,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01655,0.01655,0,0,7,1,2,1,1,0.75,35.2053,Medium
PATH-0017,CVE-2008-5318,121,http,80,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01268,0.01268,0,0,7,1,2,1,1,0.75,35.1019,Medium
PATH-0018,CVE-2008-5319,122,http,80,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01268,0.01268,0,0,7,1,2,1,1,0.75,35.1019,Medium
PATH-0056,CVE-2008-5318,123,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01268,0.01268,0,0,7,1,2,1,1,0.75,35.1019,Medium
PATH-0057,CVE-2008-5319,124,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01268,0.01268,0,0,7,1,2,1,1,0.75,35.1019,Medium
PATH-0115,CVE-2008-5318,125,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01268,0.01268,0,0,7,1,2,1,1,0.75,35.1019,Medium
PATH-0116,CVE-2008-5319,126,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,5.0,5.0,5.0,0.01268,0.01268,0,0,7,1,2,1,1,0.75,35.1019,Medium
PATH-0004,1.3.6.1.4.1.25623.1.0.103210,127,http,80,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0042,1.3.6.1.4.1.25623.1.0.103210,128,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0043,1.3.6.1.4.1.25623.1.0.103955,129,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0046,1.3.6.1.4.1.25623.1.0.107305,130,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0047,1.3.6.1.4.1.25623.1.0.111084,131,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0102,1.3.6.1.4.1.25623.1.0.103210,132,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0104,1.3.6.1.4.1.25623.1.0.111084,133,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,5.0,5.0,5.0,0.0,0.0,0,0,7,1,2,1,1,0.75,34.7631,Medium
PATH-0059,CVE-2009-0796,134,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,2.6,2.6,2.6,0.29638,0.29638,0,0,7,1,2,1,1,0.75,34.132,Medium
PATH-0118,CVE-2009-0796,135,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,2.6,2.6,2.6,0.29638,0.29638,0,0,7,1,2,1,1,0.75,34.132,Medium
PATH-0002,1.3.6.1.4.1.25623.1.0.108528,136,ftp,21,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,0,1,0.0,4.8,4.8,4.8,0.0,0.0,0,0,7,1,2,1,1,0.75,34.0506,Medium
PATH-0006,1.3.6.1.4.1.25623.1.0.108440,137,http,80,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,0,1,0.0,4.8,4.8,4.8,0.0,0.0,0,0,7,1,2,1,1,0.75,34.0506,Medium
PATH-0103,1.3.6.1.4.1.25623.1.0.108440,138,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.8,4.8,4.8,0.0,0.0,0,0,7,1,2,1,1,0.75,34.0506,Medium
PATH-0153,1.3.6.1.4.1.25623.1.0.108440,139,http,8080,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.8,4.8,4.8,0.0,0.0,0,0,7,1,2,1,1,0.75,34.0506,Medium
PATH-0049,CVE-2003-1418,140,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.06581,0.06581,0,0,7,1,2,1,1,0.75,34.0277,Medium
PATH-0107,CVE-2003-1418,141,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.06581,0.06581,0,0,7,1,2,1,1,0.75,34.0277,Medium
PATH-0028,CVE-2010-4480,142,http,80,tcp,vulnerable_server,dmz,3.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.05829,0.05829,0,0,7,1,2,1,1,0.75,33.8268,Medium
PATH-0068,CVE-2010-4480,143,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.05829,0.05829,0,0,7,1,2,1,1,0.75,33.8268,Medium
PATH-0130,CVE-2010-4480,144,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.05829,0.05829,0,0,7,1,2,1,1,0.75,33.8268,Medium
PATH-0060,CVE-2009-1204,145,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.0454,0.0454,0,0,7,1,2,1,1,0.75,33.4824,Medium
PATH-0119,CVE-2009-1204,146,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.0454,0.0454,0,0,7,1,2,1,1,0.75,33.4824,Medium
PATH-0067,CVE-2010-3712,147,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.01528,0.01528,0,0,7,1,2,1,1,0.75,32.6776,Medium
PATH-0129,CVE-2010-3712,148,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,4.3,4.3,4.3,0.01528,0.01528,0,0,7,1,2,1,1,0.75,32.6776,Medium
PATH-0041,1.3.6.1.4.1.25623.1.0.103132,149,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.3,4.3,4.3,0.0,0.0,0,0,7,1,2,1,1,0.75,32.2694,Medium
PATH-0101,1.3.6.1.4.1.25623.1.0.103132,150,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.3,4.3,4.3,0.0,0.0,0,0,7,1,2,1,1,0.75,32.2694,Medium
PATH-0106,1.3.6.1.4.1.25623.1.0.802305,151,http,80,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.3,4.3,4.3,0.0,0.0,0,0,7,1,2,1,1,0.75,32.2694,Medium
PATH-0044,1.3.6.1.4.1.25623.1.0.105880,152,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.0,4.0,4.0,0.0,0.0,0,0,7,1,2,1,1,0.75,31.2006,Medium
PATH-0045,1.3.6.1.4.1.25623.1.0.106223,153,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,0,1,0.0,4.0,4.0,4.0,0.0,0.0,0,0,7,1,2,1,1,0.75,31.2006,Medium
PATH-0072,CVE-2012-4929,154,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,2.6,2.6,2.6,0.04266,0.04266,0,0,7,1,2,1,1,0.75,27.3529,Low
PATH-0073,CVE-2012-4930,155,http,443,tcp,web_server,dmz,4.0,database_server,restricted,5.0,1,1,0,1.0,2.6,2.6,2.6,0.02079,0.02079,0,0,7,1,2,1,1,0.75,26.7686,Low
