source,target,relation
vuln:192.168.100.8:CVE-2016-2183,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2016-6329,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2017-14596,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2017-7983,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2017-7986,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2017-7985,asset:192.168.100.8,affects
vuln:192.168.100.8:98fcad6b-1eca-442a-922e-937211b0da11,asset:192.168.100.8,affects
vuln:192.168.100.8:39d4b859-0873-4cf4-9e21-0a53b79901bd,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2008-5318,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2008-5319,asset:192.168.100.8,affects
vuln:192.168.100.8:df781c15-223b-4617-a039-28a0b77b315c,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2016-1776,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2018-6470,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2016-10143,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2006-2247,asset:192.168.100.8,affects
vuln:192.168.100.8:b41e8702-3c76-4f26-b9f5-da2d87e22191,asset:192.168.100.8,affects
vuln:192.168.100.8:1b4875cc-bee0-4661-b7bd-a267fa5ec991,asset:192.168.100.8,affects
vuln:192.168.100.8:521adaef-7c7c-4f55-b1b2-9f065f4d12bb,asset:192.168.100.8,affects
vuln:192.168.100.8:76271cf1-58a7-4850-be16-1b74b0cddbc1,asset:192.168.100.8,affects
vuln:192.168.100.8:eab80bde-56fa-45b7-b810-c51b67f3b151,asset:192.168.100.8,affects
vuln:192.168.100.8:b78bc3fc-6531-4577-b162-d5267b796f45,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2016-0800,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2014-3566,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2013-2566,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2015-2808,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2015-4000,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2003-1418,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2018-6379,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2012-6708,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2018-6378,asset:192.168.100.8,affects
vuln:192.168.100.8:3e0962d7-a130-430f-a459-db07c3588dff,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2017-11612,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2010-3712,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2012-0053,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2010-4480,asset:192.168.100.8,affects
vuln:192.168.100.8:f3e47bcd-8097-4779-bae0-ffdbf316ba73,asset:192.168.100.8,affects
vuln:192.168.100.8:c7c6ffa6-15d7-4ebe-9414-f1bf7e81bdb0,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2009-1204,asset:192.168.100.8,affects
vuln:192.168.100.8:7dfca94b-fc82-4bbf-8bab-43c5bddc308e,asset:192.168.100.8,affects
vuln:192.168.100.8:035381ad-669d-446a-9c20-c5fb67fd77bb,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2018-7188,asset:192.168.100.8,affects
vuln:192.168.100.8:ad7a1731-2d85-403c-afe8-b59c96b166e4,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2009-0796,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2012-4929,asset:192.168.100.8,affects
vuln:192.168.100.8:CVE-2012-4930,asset:192.168.100.8,affects
