path_id,step,source,destination,service,cve_id,cve_provenance,attack_technique,model_probability
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2011-3192,train_seen,Exploitation for Client Execution,0.357422
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2011-3192,train_seen,Endpoint Denial of Service,0.327554
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2011-3192,train_seen,Exploit Public-Facing Application,0.248934
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2012-0053,unseen,Exploit Public-Facing Application,0.338805
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2012-0053,unseen,Exploitation for Client Execution,0.187835
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2012-2223,unseen,Exploit Public-Facing Application,0.266666
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2012-2223,unseen,Exploitation for Client Execution,0.213891
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-7883,unseen,Exploit Public-Facing Application,0.23512
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8363,unseen,Command and Scripting Interpreter,0.608452
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8363,unseen,Exploit Public-Facing Application,0.584987
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8363,unseen,Exploitation for Client Execution,0.335096
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8364,unseen,Command and Scripting Interpreter,0.505268
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8364,unseen,Exploit Public-Facing Application,0.358791
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8364,unseen,Exploitation for Client Execution,0.268245
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2014-8364,unseen,Drive-by Compromise,0.25331
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2016-10143,unseen,Exploit Public-Facing Application,0.199485
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2016-1776,unseen,Exploit Public-Facing Application,0.368623
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2016-1776,unseen,Data from Local System,0.178971
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2017-11612,unseen,Command and Scripting Interpreter,0.296891
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2017-11612,unseen,Exploit Public-Facing Application,0.173803
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2017-7985,unseen,Command and Scripting Interpreter,0.273374
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2017-7985,unseen,Exploit Public-Facing Application,0.183269
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2017-7986,unseen,Command and Scripting Interpreter,0.270093
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2017-7986,unseen,Exploit Public-Facing Application,0.189578
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-15880,unseen,Command and Scripting Interpreter,0.297469
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-15882,unseen,Exploit Public-Facing Application,0.214344
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-17855,unseen,Exploit Public-Facing Application,0.196236
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-17855,unseen,Exploitation for Privilege Escalation,0.181803
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-20719,unseen,Command and Scripting Interpreter,0.603712
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-20719,unseen,Exploit Public-Facing Application,0.365861
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-6378,unseen,Command and Scripting Interpreter,0.212084
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-6379,unseen,Command and Scripting Interpreter,0.346576
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-7188,unseen,Command and Scripting Interpreter,0.216002
P005,1,asset:192.168.100.6,asset:192.168.100.8,service:192.168.100.8:80:tcp,CVE-2018-7188,unseen,Exploitation for Privilege Escalation,0.196201
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-1999-0678,unseen,Exploit Public-Facing Application,0.213117
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2003-1567,unseen,Exploit Public-Facing Application,0.204233
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2004-2320,unseen,Command and Scripting Interpreter,0.343119
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2004-2320,unseen,Exploit Public-Facing Application,0.241207
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2004-2763,unseen,Command and Scripting Interpreter,0.351363
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2004-2763,unseen,Exploit Public-Facing Application,0.246926
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2004-2763,unseen,Drive-by Compromise,0.184139
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2005-3398,unseen,Exploit Public-Facing Application,0.266519
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2006-4683,unseen,Exploit Public-Facing Application,0.281474
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2007-3008,unseen,Exploitation for Client Execution,0.198339
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5304,unseen,Command and Scripting Interpreter,0.617672
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5304,unseen,Exploit Public-Facing Application,0.304367
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5304,unseen,Drive-by Compromise,0.216557
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5304,unseen,Exploitation for Client Execution,0.19099
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5305,unseen,Exploit Public-Facing Application,0.503058
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5305,unseen,Command and Scripting Interpreter,0.434387
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5305,unseen,Exploitation for Client Execution,0.368316
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5319,unseen,Exploitation for Client Execution,0.198435
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-5319,unseen,Exploit Public-Facing Application,0.19026
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2008-7253,unseen,Exploit Public-Facing Application,0.237316
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2009-1339,unseen,Exploitation for Privilege Escalation,0.217264
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2009-2823,unseen,Command and Scripting Interpreter,0.310436
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2009-2823,unseen,Exploitation for Client Execution,0.233379
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2009-2823,unseen,Exploit Public-Facing Application,0.226734
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2009-4898,unseen,Exploitation for Privilege Escalation,0.246931
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2009-4898,unseen,Command and Scripting Interpreter,0.175366
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-0386,unseen,Exploit Public-Facing Application,0.201692
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-0386,unseen,Exploitation for Client Execution,0.175315
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1133,unseen,Exploit Public-Facing Application,0.663397
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1133,unseen,Command and Scripting Interpreter,0.627189
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1133,unseen,Exploitation for Client Execution,0.229834
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1134,unseen,Command and Scripting Interpreter,0.702601
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1134,unseen,Exploit Public-Facing Application,0.572001
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1134,unseen,Exploitation for Client Execution,0.25021
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1135,unseen,Exploit Public-Facing Application,0.241661
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1136,unseen,Exploit Public-Facing Application,0.337205
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-1136,unseen,Exploitation for Client Execution,0.178778
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-4480,unseen,Command and Scripting Interpreter,0.424091
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-4480,unseen,Exploitation for Client Execution,0.281782
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-4480,unseen,Exploit Public-Facing Application,0.203458
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2010-4480,unseen,Drive-by Compromise,0.181294
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-0053,unseen,Exploit Public-Facing Application,0.338805
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-0053,unseen,Exploitation for Client Execution,0.187835
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-1823,unseen,Exploit Public-Facing Application,0.379061
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-1823,unseen,Exploitation for Client Execution,0.367318
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-1823,unseen,Command and Scripting Interpreter,0.240346
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2223,unseen,Exploit Public-Facing Application,0.266666
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2223,unseen,Exploitation for Client Execution,0.213891
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2311,train_seen,Exploitation for Client Execution,0.427755
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2311,train_seen,Exploit Public-Facing Application,0.341266
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2311,train_seen,Command and Scripting Interpreter,0.227826
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2335,unseen,Exploit Public-Facing Application,0.555558
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2335,unseen,Exploitation for Client Execution,0.344973
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2335,unseen,Command and Scripting Interpreter,0.333038
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2336,unseen,Exploitation for Client Execution,0.331022
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2336,unseen,Exploit Public-Facing Application,0.263739
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2012-2336,unseen,Endpoint Denial of Service,0.247799
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2014-7883,unseen,Exploit Public-Facing Application,0.23512
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2016-10143,unseen,Exploit Public-Facing Application,0.199485
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-20212,unseen,Command and Scripting Interpreter,0.632422
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-20212,unseen,Exploitation for Client Execution,0.185367
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-20212,unseen,Drive-by Compromise,0.176001
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-20719,unseen,Command and Scripting Interpreter,0.603712
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-20719,unseen,Exploit Public-Facing Application,0.365861
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-7188,unseen,Command and Scripting Interpreter,0.216002
P005,2,asset:192.168.100.8,asset:192.168.100.7,service:192.168.100.7:80:tcp,CVE-2018-7188,unseen,Exploitation for Privilege Escalation,0.196201
